data_source,study_id,site_id,core_id,depth_min,depth_max,dry_bulk_density,fraction_organic_matter,year,latitude,longitude,species_code,code_type
Ndhlovu_et_al,Ndhlovu_et_al_2024,Knysna,Knysna2_C1,5,10,1.40425,0.234,2021,22.9921599,-34.03369279,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Knysna,Knysna2_C2,5,10,1.5054,0.117,2021,22.9921599,-34.03369279,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Knysna,Knysna2_C3,5,10,1.5003,0.273,2021,22.9921599,-34.03369279,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Knysna,Knysna2_C4,5,10,1.4524,0.812,2021,22.9921599,-34.03369279,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Knysna,Knysna2_C1,10,20,1.450672,0.197,2021,22.9921599,-34.03369279,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Knysna,Knysna2_C2,10,20,1.4718,0.181,2021,22.9921599,-34.03369279,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Knysna,Knysna2_C3,10,20,1.4206,0.205,2021,22.9921599,-34.03369279,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Knysna,Knysna2_C4,10,20,1.49632,0.401,2021,22.9921599,-34.03369279,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Knysna,Knysna2_C1,20,30,1.33906,0.486,2021,22.9921599,-34.03369279,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Knysna,Knysna2_C2,20,30,1.39236,0.351,2021,22.9921599,-34.03369279,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Knysna,Knysna2_C3,20,30,1.39068,0.464,2021,22.9921599,-34.03369279,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Knysna,Knysna2_C4,20,30,1.42676,0.391,2021,22.9921599,-34.03369279,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Knysna,Knysna2_C1,0,5,1.56315,0.061,2021,22.9921599,-34.03369279,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Knysna,Knysna2_C2,0,5,1.37845,0.202,2021,22.9921599,-34.03369279,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Knysna,Knysna2_C3,0,5,1.44065,0.247,2021,22.9921599,-34.03369279,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Knysna,Knysna2_C4,0,5,1.5335,0.136,2021,22.9921599,-34.03369279,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Knysna,Knysna2_C1,30,50,1.36074,0.16,2021,22.9921599,-34.03369279,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Knysna,Knysna2_C2,30,50,1.40734,0.652,2021,22.9921599,-34.03369279,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Knysna,Knysna2_C3,30,50,1.37894,0.348,2021,22.9921599,-34.03369279,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Knysna,Knysna2_C4,30,50,1.464,0.261,2021,22.9921599,-34.03369279,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Mngazana,Mngazana1_C1,5,10,1.62856666666667,1.226,2021,29.42223,-31.69004,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Mngazana,Mngazana1_C2,5,10,1.38606060606061,0.639,2021,29.42223,-31.69004,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Mngazana,Mngazana1_C3,5,10,1.54528260869565,0.847,2021,29.42223,-31.69004,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Mngazana,Mngazana1_C4,5,10,1.28478260869565,0.737,2021,29.42223,-31.69004,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Mngazana,Mngazana1_C5,5,10,1.42733333333333,1.526,2021,29.42223,-31.69004,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Mngazana,Mngazana1_C6,5,10,1.22273333333333,0.296,2021,29.42223,-31.69004,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Mngazana,Mngazana1_C1,10,20,1.13762,1.492,2021,29.42223,-31.69004,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Mngazana,Mngazana1_C2,10,20,1.25422,1.645,2021,29.42223,-31.69004,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Mngazana,Mngazana1_C3,10,20,1.52502,1.601,2021,29.42223,-31.69004,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Mngazana,Mngazana1_C4,10,20,1.6458,1.265,2021,29.42223,-31.69004,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Mngazana,Mngazana1_C5,10,20,1.0061,1.037,2021,29.42223,-31.69004,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Mngazana,Mngazana1_C6,10,20,1.1683,0.427,2021,29.42223,-31.69004,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Mngazana,Mngazana1_C1,20,30,1.03606666666667,1.539,2021,29.42223,-31.69004,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Mngazana,Mngazana1_C2,20,30,1.59456,1.453,2021,29.42223,-31.69004,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Mngazana,Mngazana1_C3,20,30,1.53124,1.52,2021,29.42223,-31.69004,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Mngazana,Mngazana1_C4,20,30,1.61056,1.405,2021,29.42223,-31.69004,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Mngazana,Mngazana1_C5,20,30,1.19376666666667,1.163,2021,29.42223,-31.69004,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Mngazana,Mngazana1_C6,20,30,1.21754,0.529,2021,29.42223,-31.69004,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Mngazana,Mngazana1_C1,0,5,1.55563333333333,1.514,2021,29.42223,-31.69004,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Mngazana,Mngazana1_C2,0,5,1.18972727272727,0.853,2021,29.42223,-31.69004,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Mngazana,Mngazana1_C3,0,5,1.60240540540541,2.097,2021,29.42223,-31.69004,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Mngazana,Mngazana1_C4,0,5,1.5342,1.656,2021,29.42223,-31.69004,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Mngazana,Mngazana1_C5,0,5,1.56035,1.3,2021,29.42223,-31.69004,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Mngazana,Mngazana1_C6,0,5,1.12676666666667,1.069,2021,29.42223,-31.69004,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Mngazana,Mngazana1_C4,30,50,1.54818,1.491,2021,29.42223,-31.69004,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Mngazana,Mngazana1_C6,30,50,1.45898,0.323,2021,29.42223,-31.69004,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Mngazana,Mngazana2_C1,5,10,1.73626666666667,0.694,2021,29.41852932,-31.68501113,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Mngazana,Mngazana2_C2,5,10,0.7422,0.842,2021,29.41852932,-31.68501113,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Mngazana,Mngazana2_C3,5,10,1.12673333333333,0.773,2021,29.41852932,-31.68501113,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Mngazana,Mngazana2_C4,5,10,1.29133333333333,0.401,2021,29.41852932,-31.68501113,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Mngazana,Mngazana2_C5,5,10,1.347,0.432,2021,29.41852932,-31.68501113,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Mngazana,Mngazana2_C1,10,20,1.62898,0.633,2021,29.41852932,-31.68501113,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Mngazana,Mngazana2_C2,10,20,1.09104,1.094,2021,29.41852932,-31.68501113,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Mngazana,Mngazana2_C3,10,20,1.06916,1.12,2021,29.41852932,-31.68501113,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Mngazana,Mngazana2_C4,10,20,1.09878,1.07,2021,29.41852932,-31.68501113,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Mngazana,Mngazana2_C5,10,20,1.44718,0.249,2021,29.41852932,-31.68501113,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Mngazana,Mngazana2_C1,20,30,1.25498,0.763,2021,29.41852932,-31.68501113,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Mngazana,Mngazana2_C2,20,30,1.25498,1.937,2021,29.41852932,-31.68501113,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Mngazana,Mngazana2_C3,20,30,1.25498,0.342,2021,29.41852932,-31.68501113,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Mngazana,Mngazana2_C5,20,30,1.42622,0.073,2021,29.41852932,-31.68501113,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Mngazana,Mngazana2_C1,0,5,0.78605,1.065,2021,29.41852932,-31.68501113,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Mngazana,Mngazana2_C2,0,5,1.32565,0.475,2021,29.41852932,-31.68501113,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Mngazana,Mngazana2_C3,0,5,0.912366666666667,1.104,2021,29.41852932,-31.68501113,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Mngazana,Mngazana2_C4,0,5,1.6113,0.723,2021,29.41852932,-31.68501113,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Mngazana,Mngazana2_C5,0,5,1.15473333333333,1,2021,29.41852932,-31.68501113,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Mngazana,Mngazana2_C5,30,50,1.4675,0.55,2021,29.41852932,-31.68501113,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Olifants,Olifants1_C1,5,10,1.41923333333333,0.195,2021,18.18641168,-31.66462114,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Olifants,Olifants1_C2,5,10,1.51263333333333,0.118,2021,18.18641168,-31.66462114,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Olifants,Olifants1_C3,5,10,1.43673333333333,0.136,2021,18.18641168,-31.66462114,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Olifants,Olifants1_C4,5,10,0.91434,0.084,2021,18.18641168,-31.66462114,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Olifants,Olifants1_C1,10,20,1.53908,0.108,2021,18.18641168,-31.66462114,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Olifants,Olifants1_C2,10,20,1.43738,0.186,2021,18.18641168,-31.66462114,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Olifants,Olifants1_C3,10,20,1.35332,0.037,2021,18.18641168,-31.66462114,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Olifants,Olifants1_C4,10,20,1.39098,0.186,2021,18.18641168,-31.66462114,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Olifants,Olifants1_C1,20,30,1.489,0.09,2021,18.18641168,-31.66462114,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Olifants,Olifants1_C2,20,30,1.50386,0.163,2021,18.18641168,-31.66462114,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Olifants,Olifants1_C3,20,30,1.36208,0.024,2021,18.18641168,-31.66462114,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Olifants,Olifants1_C4,20,30,1.37816,0.112,2021,18.18641168,-31.66462114,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Olifants,Olifants1_C1,0,5,1.2942,0.393,2021,18.18641168,-31.66462114,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Olifants,Olifants1_C2,0,5,1.02785,0.316,2021,18.18641168,-31.66462114,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Olifants,Olifants1_C3,0,5,1.3116,0.26,2021,18.18641168,-31.66462114,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Olifants,Olifants1_C4,0,5,0.54836,0.1,2021,18.18641168,-31.66462114,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Olifants,Olifants1_C1,30,50,1.54098,0.009,2021,18.18641168,-31.66462114,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Olifants,Olifants1_C2,30,50,1.4668,0.143,2021,18.18641168,-31.66462114,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Olifants,Olifants1_C3,30,50,1.40786,0.063,2021,18.18641168,-31.66462114,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Olifants,Olifants1_C4,30,50,1.45242,0.069,2021,18.18641168,-31.66462114,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Olifants,Olifants2_C1,5,10,1.19213333333333,0.504,2021,18.188817,-31.693024,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Olifants,Olifants2_C2,5,10,1.2475,0.337,2021,18.188817,-31.693024,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Olifants,Olifants2_C3,5,10,1.11455,0.27,2021,18.188817,-31.693024,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Olifants,Olifants2_C4,5,10,1.24066666666667,0.066,2021,18.188817,-31.693024,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Olifants,Olifants2_C1,10,20,1.18698,0.202,2021,18.188817,-31.693024,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Olifants,Olifants2_C2,10,20,1.26038,0.091,2021,18.188817,-31.693024,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Olifants,Olifants2_C3,10,20,1.20178,0.273,2021,18.188817,-31.693024,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Olifants,Olifants2_C4,10,20,1.29334,0.066,2021,18.188817,-31.693024,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Olifants,Olifants2_C1,20,30,1.18636,0.307,2021,18.188817,-31.693024,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Olifants,Olifants2_C2,20,30,1.12852,0.427,2021,18.188817,-31.693024,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Olifants,Olifants2_C3,20,30,1.17266,0.202,2021,18.188817,-31.693024,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Olifants,Olifants2_C4,20,30,1.3453,0.117,2021,18.188817,-31.693024,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Olifants,Olifants2_C1,0,5,0.853,0.461,2021,18.188817,-31.693024,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Olifants,Olifants2_C2,0,5,0.84465,0.301,2021,18.188817,-31.693024,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Olifants,Olifants2_C3,0,5,0.4928,1.358,2021,18.188817,-31.693024,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Olifants,Olifants2_C4,0,5,1.2384,0.832,2021,18.188817,-31.693024,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Olifants,Olifants2_C1,30,50,1.32318,0.082,2021,18.188817,-31.693024,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Olifants,Olifants2_C2,30,50,1.26536,0.163,2021,18.188817,-31.693024,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Olifants,Olifants2_C3,30,50,1.2713,0.106,2021,18.188817,-31.693024,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Olifants,Olifants2_C4,30,50,1.28074,0.087,2021,18.188817,-31.693024,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Swartkops,Swartkops1_C1,5,10,0.87134,2.664,2021,25.6213933,-33.8611435,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Swartkops,Swartkops1_C2,5,10,1.4867,2.874,2021,25.6213933,-33.8611435,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Swartkops,Swartkops1_C3,5,10,0.956833333333334,4.844,2021,25.6213933,-33.8611435,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Swartkops,Swartkops1_C4,5,10,1.09146666666667,3.201,2021,25.6213933,-33.8611435,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Swartkops,Swartkops1_C1,10,20,1.3925,2.619,2021,25.6213933,-33.8611435,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Swartkops,Swartkops1_C2,10,20,1.37512,2.744,2021,25.6213933,-33.8611435,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Swartkops,Swartkops1_C3,10,20,1.55902,3.857,2021,25.6213933,-33.8611435,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Swartkops,Swartkops1_C4,10,20,1.54712,2.356,2021,25.6213933,-33.8611435,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Swartkops,Swartkops1_C1,20,30,1.39444,2.503,2021,25.6213933,-33.8611435,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Swartkops,Swartkops1_C2,20,30,1.4363,2.997,2021,25.6213933,-33.8611435,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Swartkops,Swartkops1_C3,20,30,1.45516,3.28,2021,25.6213933,-33.8611435,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Swartkops,Swartkops1_C4,20,30,1.51242,2.603,2021,25.6213933,-33.8611435,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Swartkops,Swartkops1_C1,0,5,1.10135,2.34,2021,25.6213933,-33.8611435,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Swartkops,Swartkops1_C2,0,5,1.30985,2.569,2021,25.6213933,-33.8611435,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Swartkops,Swartkops1_C3,0,5,1.02685,4.037,2021,25.6213933,-33.8611435,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Swartkops,Swartkops1_C4,0,5,1.4135,3.046,2021,25.6213933,-33.8611435,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Swartkops,Swartkops1_C1,30,50,1.5505,2.631,2021,25.6213933,-33.8611435,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Swartkops,Swartkops1_C2,30,50,1.4363,2.59,2021,25.6213933,-33.8611435,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Swartkops,Swartkops1_C3,30,50,1.36594,2.911,2021,25.6213933,-33.8611435,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Swartkops,Swartkops1_C4,30,50,1.4148,2.867,2021,25.6213933,-33.8611435,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Swartkops,Swartkops2_C1,5,10,1.2449,0.257,2021,25.59069306,-33.8378418,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Swartkops,Swartkops2_C2,5,10,1.64215,0.04,2021,25.59069306,-33.8378418,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Swartkops,Swartkops2_C3,5,10,1.515,0.633,2021,25.59069306,-33.8378418,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Swartkops,Swartkops2_C4,5,10,0.9945,0.17,2021,25.59069306,-33.8378418,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Swartkops,Swartkops2_C1,10,20,1.3238,0.024,2021,25.59069306,-33.8378418,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Swartkops,Swartkops2_C2,10,20,1.54964,0.189,2021,25.59069306,-33.8378418,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Swartkops,Swartkops2_C3,10,20,1.5306,0.171,2021,25.59069306,-33.8378418,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Swartkops,Swartkops2_C4,10,20,1.45752,0.099,2021,25.59069306,-33.8378418,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Swartkops,Swartkops2_C1,20,30,1.4029,0.184,2021,25.59069306,-33.8378418,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Swartkops,Swartkops2_C2,20,30,1.49962,0.275,2021,25.59069306,-33.8378418,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Swartkops,Swartkops2_C3,20,30,1.49608,0.203,2021,25.59069306,-33.8378418,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Swartkops,Swartkops2_C4,20,30,1.48846,0.215,2021,25.59069306,-33.8378418,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Swartkops,Swartkops2_C1,0,5,1.0261,0.049,2021,25.59069306,-33.8378418,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Swartkops,Swartkops2_C2,0,5,1.45655,0.018,2021,25.59069306,-33.8378418,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Swartkops,Swartkops2_C3,0,5,1.5091,0.483,2021,25.59069306,-33.8378418,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Swartkops,Swartkops2_C4,0,5,1.4349,0.083,2021,25.59069306,-33.8378418,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Swartkops,Swartkops2_C1,30,50,1.50724,0.096,2021,25.59069306,-33.8378418,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Swartkops,Swartkops2_C2,30,50,1.49542,0.086,2021,25.59069306,-33.8378418,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Swartkops,Swartkops2_C3,30,50,1.50826,0.004,2021,25.59069306,-33.8378418,Zostera capensis,Genus species
Ndhlovu_et_al,Ndhlovu_et_al_2024,Swartkops,Swartkops2_C4,30,50,1.46486,0.075,2021,25.59069306,-33.8378418,Zostera capensis,Genus species
